,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
7347,Karthik Calling Karthik,2010.0,135.0,"Drama, Mystery, Romance",7.1,11005.0,Vijay Lalwani,Farhan Akhtar,Deepika Padukone,Ram Kapoor
7348,Kartoos,1999.0,124.0,"Action, Thriller",5.1,514.0,Mahesh Bhatt,Sanjay Dutt,Jackie Shroff,Manisha Koirala
7349,Kartoot,1988.0,131.0,Romance,6.0,55.0,Dayanand,Tom Alter,Vijay Arora,Vijayendra Ghatge
7350,Kartooz,2014.0,97.0,"Action, Adventure",3.0,7.0,Panna Hossain,Faruque Azam,Anindita Chatterjee,Sumita Chatterjee
7351,Karuna,2006.0,104.0,Family,6.0,55.0,Ramavtar Tyagi,Uttar Kumar,Raju Maan,Megha Mehar
7352,Karunamayudu,1978.0,160.0,"Biography, Drama, Family",7.7,37.0,A. Bhimsingh,Christopher Coelho,Chandramohan,Rajasulochana
7353,Karunamoyee,1978.0,131.0,Drama,6.0,55.0,Robin Banerjee,Biswajit Chatterjee,Shamita Ghosh,Bipin Gupta
7354,Karwa Chouth,1978.0,120.0,"Drama, Fantasy",6.0,55.0,Ram Lal Hans,Agha,Master Bhagwan,Jagdev Bhambri
7355,Karwaan,2018.0,114.0,"Adventure, Comedy, Drama",7.6,13986.0,Akarsh Khurana,Irrfan Khan,Dulquer Salmaan,Mithila Palkar
7356,Karwane Husn,1935.0,131.0,Drama,6.0,55.0,Chaudhri M. Raffi,Zohra,Nurjahan,Shahzadi
7357,Karwat,1949.0,131.0,,6.0,55.0,Prakash,B.R. Chopra,Jeevan,Leela Mishra
7358,Karwat,1982.0,131.0,Action,3.8,5.0,Anil Ganguly,Mithun Chakraborty,Bindiya Goswami,Sujit Kumar
7359,Karz,1980.0,159.0,"Action, Musical, Romance",7.5,2146.0,Subhash Ghai,Rishi Kapoor,Tina Ambani,Simi Garewal
7360,Karz Chukana Hai,1991.0,131.0,Drama,5.5,95.0,Vimal Kumar,Govinda,Juhi Chawla,Raj Kiran
7361,Karz: The Burden of Truth,2002.0,173.0,"Action, Crime, Drama",3.9,390.0,Harry Baweja,Sunny Deol,Sunil Shetty,Shilpa Shetty Kundra
7362,Karzzzz,2008.0,142.0,"Action, Drama, Musical",2.1,1238.0,Satish Kaushik,Himesh Reshammiya,Urmila Matondkar,Shweta Kumar
7363,Kasaai,2019.0,96.0,Drama,6.6,29.0,Gajendra Shanker Shrotriya,Raman Atre,Ashok Banthia,Amit Bimrot
7364,Kasak,1992.0,150.0,"Drama, Romance",5.1,27.0,K. Bapaiah,Aparajita,Asrani,Laxmikant Berde
7365,Kasak,2005.0,107.0,Drama,4.5,63.0,Rajiv Babbar,Lucky Ali,Meera,Puneet Issar
7366,Kasam,1988.0,157.0,"Action, Drama, Romance",5.1,53.0,Umesh Mehra,Master Bunty,Sudhir Dalvi,Ketki Dave
7367,Kasam,2001.0,131.0,"Action, Drama",2.9,105.0,Shibu Mitra,Naseeruddin Shah,Sunny Deol,Chunky Panday
7368,Kasam,1976.0,131.0,"Action, Crime, Thriller",6.0,55.0,Ramesh Bedi,Satish Kaul,Radha Saluja,Laxmi Chhaya
7369,Kasam,1949.0,131.0,Drama,6.0,55.0,Nanabhai Bhatt,,,
7370,Kasam Bhawani Ki,1981.0,131.0,Action,6.4,5.0,Chand,M. Maroof,Yogeeta Bali,Vijayendra Ghatge
7371,Kasam Dhande Ki,1990.0,131.0,"Action, Comedy, Crime",6.0,55.0,Gautam Bhatia,Master Bhagwan,Suresh Bhai,Birbal
7372,Kasam Durga Ki,1984.0,131.0,Drama,6.0,55.0,Joginder Shelly,Vijay Arora,Sona Mastan Mirza,Raza Murad
7373,Kasam Jhoot KI,1990.0,131.0,Romance,6.0,55.0,N. Sinha,Aruna Irani,Satyendra Kapoor,Krishna
7374,Kasam Kali Ki,1991.0,131.0,Drama,6.0,55.0,Qamar Narvi,Mahesh Anand,Raj Babbar,Rita Bhaduri
7375,Kasam Kanoon Ki,1992.0,131.0,Action,6.0,55.0,Gautami,Disco Shanti,B. Thyagarajan,
7376,Kasam Khoon Ki,1977.0,131.0,"Action, Thriller",5.3,10.0,Ashok Roy,Jeetendra,Sulakshana Pandit,Asrani
7377,Kasam Paida Karne Wale Ki,1984.0,145.0,"Action, Drama",5.7,131.0,Babbar Subhash,Mithun Chakraborty,Smita Patil,Salma Agha
7378,Kasam Suhag Ki,1989.0,131.0,"Action, Crime, Drama",4.9,21.0,Mohan Segal,Dharmendra,Rekha,Suresh Oberoi
7379,Kasam Tere Pyar Ki,2001.0,131.0,Romance,5.6,7.0,S.S. Stanley,,,
7380,Kasam Teri Kasam,1993.0,156.0,"Drama, Romance",4.3,15.0,Raman Kumar,Krishan Kumar,Kanchan,Kunickaa Sadanand
7381,Kasam Vardee Ki,2005.0,131.0,Action,6.0,55.0,Devayani,Sai Kumar,Satya Prakash,Rami Reddy
7382,Kasam Vardi Kee,1989.0,131.0,"Action, Crime",4.3,13.0,Shibu Mitra,Jeetendra,Bhanupriya,Chunky Panday
7383,Kasauti,1974.0,131.0,"Drama, Romance",5.9,115.0,Aravind Sen,Hema Malini,Amitabh Bachchan,Pran
7384,Kasauti,1941.0,131.0,,6.0,55.0,Ramchandra Thakur,Rose,Prahlad,Sunalini Devi
7385,Kasba,1991.0,121.0,Drama,7.0,49.0,Kumar Shahani,Navjot Hansra,K.K. Raina,Manohar Singh
7386,Kash... Aap Hamare Hote,2003.0,131.0,"Family, Musical, Romance",5.0,86.0,Ravindra Peepat,Juhi Babbar,Sonu Nigam,Om Puri
7387,Kashmakash,1973.0,134.0,"Action, Family, Mystery",5.4,13.0,Feroz Chinoy,Feroz Khan,Rekha,Shatrughan Sinha
7388,Kashmeera,1934.0,131.0,,6.0,55.0,Nandlal Jaswantlal,Madhuri,Maruti Rao,Shantakumari
7389,Kashmir,1951.0,131.0,Drama,6.0,55.0,Rajendranath Jolly,Veena,Nirupa Roy,Kuldip Kaur
7390,Kashmir - The Final Resolution,,131.0,War,6.0,55.0,Yuvraj Kumar,Yuvraj Kumar,Rippy Koul,Hritik Koul
7391,Kashmir Daily,2018.0,148.0,"Drama, Thriller",6.7,23.0,Hussein Khan,Zameer Ashai,Shahid Gulfam,Hussein Khan
7392,Kashmir Ki Kali,1964.0,168.0,"Comedy, Musical, Romance",7.1,487.0,Shakti Samanta,Shammi Kapoor,Sharmila Tagore,Pran
7393,Kashmir Ki Kali,1946.0,150.0,,6.0,55.0,Jagannath Dhar,Master Vithal,Kavita Devi,Mehrunissa
7394,Kashmira,1983.0,131.0,,2.7,9.0,Sukhdev Ahluwalia,Veena Kapoor,Monto,Rabia Nazki
7395,Kashmoraa,1990.0,131.0,Horror,6.6,25.0,Sarath Babu,Bhanupriya,Rajendra Prasad,
7396,Kasme Vaade,1978.0,131.0,"Action, Crime, Drama",6.6,411.0,Ramesh Behl,Rakhee Gulzar,Amitabh Bachchan,Randhir Kapoor
7397,Kasoor,2001.0,151.0,"Drama, Mystery, Thriller",6.0,937.0,Vikram Bhatt,Divya Dutta,Sucheta Paushe,Lisa Ray
7398,Kastoori,2019.0,100.0,Drama,8.7,31.0,Vinod Kamble,Samarth Sonawane,Shravan Upalakar,
7399,Kastoori,2005.0,131.0,Drama,6.0,55.0,,,,
7400,Kasturi,1954.0,131.0,,6.0,55.0,Vrajendra Gaur,Bipin Gupta,Helen,Nimmi
7401,Kasturi,1980.0,131.0,Drama,5.6,11.0,Bimal Dutta,Agha,Mithun Chakraborty,Arvind Deshpande
7402,Kath Putli,1957.0,152.0,"Drama, Family",6.9,29.0,Nitin Bose,Amiya Chakrabarty,Vyjayanthimala,Balraj Sahni
7403,Katha,1983.0,141.0,"Comedy, Drama",7.8,1113.0,Sai Paranjape,Naseeruddin Shah,Farooq Shaikh,Deepti Naval
7404,Katha,,131.0,Drama,6.0,55.0,Khalid Mohamed,Mohd. Zeeshan Ayyub,Sharmiela Mandre,Manish Paul
7405,Katha Madhopur Ki,1989.0,131.0,,6.0,55.0,Prakash Jha,Sudhir Mishra,Sanjay Mukherjee,Lallan Prasad Thakur
7406,Kathni Karni Ek Si,1989.0,131.0,Documentary,6.0,55.0,Bhimsain,Himaanshu Khurana,,
7407,Kathor,2018.0,110.0,Drama,5.6,10.0,Karan Kashyap,Lalit Parimoo,Sheetal Dimri,Abhisek Pandey
7408,Kathor,2018.0,131.0,Drama,6.0,55.0,Karan Kashyap,Lalit Parimoo,Sheetal Dimri,Abhisek Pandey
7409,Kathputli,1971.0,148.0,"Drama, Romance",6.9,34.0,Brij,Jeetendra,Mumtaz,Helen
7410,Kathputli,,100.0,Documentary,6.0,55.0,Satyajit Halder,Abhijit Ray,Smritiparna Sengupta,Sagnik Bhattacharya
7411,Kati Patang,1970.0,167.0,"Drama, Family, Musical",7.2,946.0,Shakti Samanta,Rajesh Khanna,Asha Parekh,Prem Chopra
7412,Katil Katar,1935.0,131.0,,6.0,55.0,G.P. Pawar,Master Bhagwan,Bulbule,Lalita Pawar
7413,Katil Kaun,1980.0,131.0,"Crime, Mystery, Thriller",6.0,55.0,Amit Bose,Sameer Khan,Nanda,Reeta Bakshi
7414,Katilon Ke Kaatil,1981.0,199.0,"Action, Comedy, Drama",6.4,92.0,Anil Hingorani,Arjun Hingorani,Dharmendra,Rishi Kapoor
7415,Katiyabaaz,2013.0,84.0,"Documentary, Drama",7.8,485.0,Deepti Kakkar,Fahad Mustafa,Ritu Maheshwari,Loha Singh
7416,Katputtli,2006.0,119.0,Thriller,5.6,24.0,Sanjay Khanna,Milind Soman,Mink Singh,Sameer Dharmadhikari
7417,Katt Katt Kad Kaddu,2000.0,86.0,Comedy,6.0,55.0,Jayashree Kanal,Mohan Agashe,Kamal Chopra,
7418,Katti Batti,2015.0,135.0,"Comedy, Drama, Romance",4.9,2856.0,Nikkhil Advani,Imran Khan,Kangana Ranaut,Suhaas Ahuja
7419,Katto,2012.0,132.0,Romance,6.0,55.0,Dinesh Chaudhary,Kavita Joshi,Rajender Kashyap,Uttar Kumar
7420,Kaun Apna Kaun Paraya,1963.0,131.0,"Drama, Family",4.7,9.0,Niranjan,Waheeda Rehman,Vijay Kumar,Johnny Walker
7421,Kaun Apna Kaun Paraya,1994.0,131.0,Drama,6.0,55.0,Desh Gautam,Bindu,Bob Christo,Satyendra Kapoor
7422,Kaun Hai Jo Sapno Mein Aaya,2004.0,127.0,Musical,5.1,46.0,Rajesh Bhatt,Richa Pallod,Anupam Kher,Kader Khan
7423,Kaun Hain Woh,1983.0,131.0,Mystery,6.0,55.0,Qamar Narvi,Javed Akbar,Babli,Master Bhagwan
7424,Kaun Hamara,1947.0,131.0,,6.0,55.0,Chaturbhuj Doshi,,,
7425,Kaun Haqdaar,2005.0,129.0,Mystery,6.0,55.0,Dinesh Chaudhary,Uttar Kumar,Baby Manju Sharma,Dev Sharma
7426,Kaun Ho Tum,1970.0,131.0,Thriller,6.0,55.0,Aruna Irani,Jagdeep,Sailesh Kumar,Sonia Sahni
7427,Kaun Jeeta Kaun Haara,1987.0,119.0,"Comedy, Drama",5.9,29.0,Rakesh Kumar,Tinnu Anand,Amitabh Bachchan,Bhavana Balsawar
7428,Kaun Kare Kurbanie,1991.0,154.0,"Action, Crime, Drama",3.2,49.0,Arjun Hingorani,Dharmendra,Govinda,Anita Raj
7429,Kaun Karega Insaaf,2002.0,131.0,Action,6.0,55.0,Rajendra R. Gupta,Shakti Kapoor,Raza Murad,Mushtaq Khan
7430,Kaun Kisika,1939.0,131.0,,6.0,55.0,Chimanlal Luhar,Khurshid Begum,,
7431,Kaun Kitney Paani Mein,2015.0,112.0,"Comedy, Drama, Family",6.1,458.0,Nila Madhab Panda,Kunal Kapoor,Radhika Apte,Saurabh Shukla
7432,Kaun Kitney Pani Mein,1987.0,131.0,"Action, Thriller",6.4,33.0,Shibu Mitra,Mahendra Sandhu,Brahmachari,Mohan Choti
7433,Kaun Mera Kaun Tera,2017.0,131.0,Comedy,6.0,55.0,R.P. Singh,Akash Gaharwar,Ehsan Khan,Mushtaq Khan
7434,Kaun Pardesi,1947.0,131.0,Adventure,6.0,55.0,J.U. Trivedi,Yashwant Dave,Mumtaz,Samson
7435,Kaun Rokega Mujhe,1997.0,123.0,"Action, Thriller",3.8,18.0,Kamal Raj Bhasin,Coca Cola,Sadashiv Amrapurkar,Asrani
7436,Kaun Sachcha Kaun Jhootha,1997.0,130.0,"Drama, Mystery, Thriller",5.5,101.0,Partho Ghosh,Rishi Kapoor,Sridevi,Suresh Oberoi
7437,Kaun Sachha Kaun Jhoota,1972.0,129.0,Thriller,6.0,55.0,Janakiram,Laxmi Chhaya,Helen,Jyothi Lakshmi
7438,Kaun?,1999.0,90.0,"Mystery, Thriller",7.8,3764.0,Ram Gopal Varma,Urmila Matondkar,Manoj Bajpayee,Sushant Singh
7439,Kaun? Kaisey?,1983.0,127.0,Crime,6.4,45.0,Neelu Arora,Beena Bannerjee,Bina,Ardhendu Bose
7440,Kaunn Con haii?,,131.0,,6.0,55.0,Ashrit Wadhwa,Seema Biswas,Rajendra Chawla,Manish Wadhwa
7441,Kaurav Pandav,1970.0,131.0,Drama,6.0,55.0,Sadhana Khote,Arvind Pandya,Prem Sagar,M.B. Shetty
7442,Kavi,1954.0,131.0,Romance,3.6,8.0,Debaki Bose,Bharat Bhushan,Geeta Bali,Nalini Jaywant
7443,Kavi Kalidas,1959.0,139.0,"Drama, Musical",7.1,17.0,S.N. Tripathi,Bharat Bhushan,Nirupa Roy,Anita Guha
7444,Kavi Sammelan,1972.0,131.0,Drama,6.0,55.0,Kedar Sharma,Om Prakash,Radheshyam,Kidar Nath Sharma
7445,Kavita Oh My Love,1999.0,95.0,Thriller,6.0,55.0,Papu Bahruz,Prithvi,Amit Chadda,Sapna Sappu
7446,Kawadse,2005.0,131.0,Drama,6.0,55.0,Makarand Anaspure,Dilip Prabhavalkar,Amruta Subhash,
7447,Kay Sera Sera,2012.0,60.0,Action,6.0,55.0,Sushant Sudhakaran,Vipul Chanda,Sushant Sudhakaran,
7448,Kaya Palat,1983.0,121.0,"Comedy, Fantasy",6.7,14.0,Satyen Bose,Suresh Chatwal,Anoop Kumar,Ashok Kumar
7449,Kaya Taran,2004.0,107.0,Drama,6.0,55.0,Sashi Kumar,Seema Biswas,Angad Bedi,Neelambari Bhattacharya
7450,Kayda Kanoon,1993.0,150.0,"Action, Crime, Drama",5.0,504.0,Pradeep Maini,Akshay Kumar,Sudesh Berry,Ashwini Bhave
7451,Kazaki,1966.0,131.0,Drama,6.0,55.0,Hiralal,Shivraj Kiron,Pradeep Kumar,Kumud Tripathi
7452,Kedarnath,2018.0,116.0,"Drama, Romance",6.9,11446.0,Abhishek Kapoor,Sushant Singh Rajput,Sara Ali Khan,Nitish Bharadwaj
7453,Keechak Vadha,1959.0,131.0,,6.0,55.0,Yeshwant Pethkar,Chandrashekhar,Helen,Mukri
7454,Keemat,1973.0,132.0,Action,6.8,48.0,Ravikant Nagaich,Dharmendra,Rekha,Prem Chopra
7455,Keemat,1946.0,131.0,,6.0,55.0,Nazir Ajmeri,Nawab,,
7456,Keemat: They Are Back,1998.0,162.0,"Action, Comedy, Drama",5.7,1146.0,Sameer Malkan,Akshay Kumar,Raveena Tandon,Saif Ali Khan
7457,Keemti Aansoo,1935.0,154.0,,6.0,55.0,Chandulal Shah,Gohar,Eddie Billimoria,Ishwarlal
7458,Keemti Qurbani,1935.0,131.0,,6.0,55.0,B. Narayan Rao,,,
7459,Keep Safe Distance,2019.0,128.0,"Action, Thriller",6.0,55.0,Raama Mehra,Vikas Anand,Shilpa Gandhi,Adi Irani
7460,Kehdo Pyar Hain,1983.0,131.0,Romance,6.0,55.0,Adarsh Jain,Rakesh Bedi,Bindiya Goswami,Jagdeep
7461,Kehkashaa,1988.0,131.0,Drama,6.0,55.0,Jayabrato Chatterjee,Victor Banerjee,Kitu Gidwani,Girish Karnad
7462,Kehta Hai Yeh Dil,2020.0,116.0,"Comedy, Drama",3.3,10.0,R.k. Sharma,Ranbeeir Kalsi,Sharvani Sahay,Elena Tuteja
7463,Kehtaa Hai Dil Baar Baar,2002.0,119.0,"Comedy, Drama, Romance",4.7,182.0,Rahul Dholakia,Paresh Rawal,Jimmy Sheirgill,Kim Sharma
7464,Kerry on Kutton,2016.0,125.0,Drama,5.7,216.0,Ashok Yadav,Bhavana Singh Chauhan,Satyajeet Dubey,Aradhana Jagota
7465,Kesari,2019.0,150.0,"Action, Drama, History",7.4,15660.0,Anurag Singh,Akshay Kumar,Parineeti Chopra,Suvinder Vicky
7466,Kevi Rite Jaish,2012.0,128.0,"Comedy, Family",8.1,869.0,Abhishek Jain,Tom Alter,Abhinay Banker,Raju Barot
7467,Key Club,2012.0,140.0,Romance,6.0,55.0,Aqil Hashmi,Shobit Atrey,Mohit Bhaskar,Amrit Bhatia
7468,Khaali Peeli,2020.0,119.0,"Action, Comedy, Romance",2.3,8106.0,Maqbool Khan,Ishaan Khattar,Ananya Panday,Jaideep Ahlawat
7469,Khaan Dost,1976.0,157.0,"Action, Crime, Drama",5.6,38.0,Dulal Guha,Raj Kapoor,Shatrughan Sinha,Mithu Mukherjee
7470,Khabar,2020.0,131.0,Drama,6.0,55.0,Alok Naagar,Shawar Ali,Priyanshu Chatterjee,Rahul Dev
7471,Khabardar,1984.0,167.0,Family,5.9,23.0,Rama Rao Tatineni,Amitabh Bachchan,Kamal Haasan,Jaya Prada
7472,Khabees,,131.0,Thriller,6.0,55.0,Sarim Momin,Tanishaa Mukerji,Siddhant Kapoor,Bharat Dabholkar
7473,Khadtal,2006.0,91.0,"Comedy, Drama, Family",6.0,55.0,Dinesh Chaudhary,Uttar Kumar,Megha Mehar,Dev Sharma
7474,Khaibar,1954.0,131.0,,6.0,55.0,Kedar Kapoor,Kamal Kapoor,Chaman Puri,Niranjan Sharma
7475,Khaidi Inspector,1995.0,131.0,Action,6.0,55.0,Maheshwari,Rambha,Suman,
7476,Khajoor Pe Atke,2018.0,119.0,Comedy,5.6,221.0,Harsh Chhaya,Vinay Pathak,Suneeta Sengupta,Alka Amin
7477,Khajuraho: The Tale of Love,2001.0,131.0,Thriller,6.0,55.0,Nitti Kumar,,,
7478,Khak Ka Putia,1934.0,131.0,,6.0,55.0,Alaknanda,,,
7479,Khakaan,1965.0,131.0,"Action, Drama, History",6.0,55.0,Aspi Irani,Dara Singh,Mumtaz,Master Bhagwan
7480,Khakee,2004.0,174.0,"Action, Crime, Drama",7.4,15192.0,Rajkumar Santoshi,Amitabh Bachchan,Akshay Kumar,Ajay Devgn
7481,Khal Nayak,1993.0,190.0,"Action, Adventure, Crime",7.2,3064.0,Subhash Ghai,Sanjay Dutt,Madhuri Dixit,Jackie Shroff
7482,Khalifa,1976.0,140.0,"Action, Crime, Drama",5.7,15.0,Prakash Mehra,Randhir Kapoor,Rekha,I.S. Johar
7483,Khallas: The Beginning of End,2007.0,121.0,"Crime, Drama, Romance",4.0,11.0,Sumeet Chawla,Nikita Anand,Sanjeev Dabholkar,Raj Hussein
7484,Khallballi: Fun Unlimited,2008.0,131.0,"Comedy, Thriller",5.8,18.0,Ajay Chandhok,Nikhil Dwivedi,Sada,Shruti Seth
7485,Khalli Balli,2019.0,131.0,"Comedy, Horror",5.2,5.0,Manoj Sharma,Kainaat Arora,Asrani,Mini Bansal
7486,Khal-Naaikaa,1993.0,147.0,"Crime, Drama, Thriller",3.7,141.0,Saawan Kumar Tak,Jeetendra,Jaya Prada,Anu Agrawal
7487,Khalnayak,2004.0,74.0,Action,6.3,12.0,Kishan Shah,Satnam Kaur,Kashish Khurana,Karishma
7488,Khalnayakon Ka Khalnayak,2002.0,131.0,Action,6.0,55.0,G.P. Singh,Deva Saab,Bindu Kamat,Dharmendra Rana
7489,Khamiyaza: Journey of a Common Man,2019.0,130.0,"Action, Drama",4.6,20.0,Deekshit Kaul,Heramb Tripathi,Piyali Munshi,Alok Chaturvedi
7490,Khamosh,1986.0,101.0,"Mystery, Thriller",7.5,944.0,Vidhu Vinod Chopra,Shabana Azmi,Amol Palekar,Naseeruddin Shah
7491,Khamosh,1949.0,131.0,Drama,6.0,55.0,Najam Naqvi,,,
7492,Khamosh Adalat Jaari Hai,2017.0,100.0,Drama,7.7,52.0,Ritesh Menon,Nandita Das,Pravina Bhagwat Deshpande,Ajitesh Gupta
7493,Khamosh Nigahen,1946.0,131.0,,6.0,55.0,Moti B. Gidwani,Manorama,Pran,Zahoor Shah
7494,Khamosh Sipahi,1950.0,131.0,,6.0,55.0,Ram Kamlani,D.N. Madhok,Nigar Sultana,
7495,Khamoshh... Khauff Ki Raat,2005.0,123.0,"Mystery, Thriller",3.3,245.0,Deepak Tijori,Shilpa Shetty Kundra,Juhi Chawla,Shawar Ali
7496,Khamoshi,1970.0,127.0,"Drama, Romance",7.7,546.0,Asit Sen,Rajesh Khanna,Waheeda Rehman,Nasir Hussain
7497,Khamoshi,1942.0,131.0,,6.0,55.0,Leela Mishra,Ramola,,
7498,Khamoshi,2019.0,96.0,"Horror, Thriller",3.5,239.0,Chakri Toleti,Prabhu Deva,Tamannaah Bhatia,Bhoomika Chawla
7499,Khamoshi: The Musical,1996.0,160.0,"Drama, Musical, Romance",7.5,3110.0,Sanjay Leela Bhansali,Manisha Koirala,Nana Patekar,Salman Khan
7500,Khamoshiyan,2015.0,122.0,"Drama, Horror, Romance",4.0,1220.0,Karan Darra,Gurmeet Choudhary,Ali Fazal,Sapna Pabbi
7501,Khan Bahadur,1937.0,131.0,,6.0,55.0,Sohrab Modi,Sharifa,,
7502,Khan kluay,2006.0,79.0,"Animation, Adventure, Family",5.9,1159.0,Kompin Kemgumnird,Tod Polson,Akshay Kumar,Anyarit Pitakkul
7503,Khandaan,1942.0,171.0,"Drama, Family",6.2,14.0,Shaukat Hussain Rizvi,Noor Jehan,Pran,Ghulam Mohammed
7504,Khandaan,1955.0,131.0,"Drama, Family",6.0,55.0,M.L. Anand,Anwar,Manmohan Krishna,Maruti
7505,Khandaan,1979.0,130.0,"Drama, Romance",6.5,19.0,Anil Ganguly,Jeetendra,Sulakshana Pandit,Bindiya Goswami
7506,Khandaani Shafakhana,2019.0,136.0,"Comedy, Drama",4.0,1141.0,Shilpi Dasgupta,Sonakshi Sinha,Badshah,Varun Sharma
7507,Khandan,1965.0,158.0,"Drama, Musical",6.9,145.0,A. Bhimsingh,Sunil Dutt,Nutan,Pran
7508,Khandani,1947.0,131.0,,6.0,55.0,Gunjal,,,
7509,Khandhar,1984.0,106.0,Drama,7.2,242.0,Mrinal Sen,Shabana Azmi,Annu Kapoor,Pankaj Kapur
7510,Khanjar,1980.0,134.0,Thriller,5.8,16.0,Atma Ram,Navin Nischol,Reena Roy,Amjad Khan
7511,Khanjar,2003.0,131.0,Action,3.2,60.0,Deepak Bahry,Chander Sharma,Sunil Shetty,Tabu
7512,Khanna & Iyer,2007.0,103.0,Comedy,5.1,49.0,Hemant Hegde,Sarvar Ahuja,Aditi Sharma,Arun Bakshi
7513,Khap,2011.0,125.0,"Drama, Thriller",5.0,104.0,Ajai Sinha,Rahul Jaiswal,Raj Arjun,Mohnish Bahl
7514,Khara Khota,1981.0,131.0,Drama,6.0,55.0,B.R. Ishara,Shoma Anand,Bharat Bhushan,Satyendra Kapoor
7515,Khardoo 2,2016.0,76.0,Family,6.0,55.0,Dinesh Chaudhary,Uttar Kumar,Aanchal Mehra,Dev Sharma
7516,Khargosh,2009.0,94.0,Drama,7.7,24.0,Paresh Kamdar,,,
7517,Kharidaar,2000.0,120.0,Drama,6.0,55.0,Papu Bahruz,Kishore Anand Bhanushali,Mushtaq Khan,Anil Nagrath
7518,Kharidaar,1978.0,131.0,Drama,6.0,55.0,,,,
7519,Kharidar,1988.0,131.0,Drama,6.0,55.0,Kartik Mehta,Asrani,Ravi Behl,Birbal
7520,Khataara,2017.0,69.0,Drama,6.0,55.0,Uttar Kumar,Shruti Gautam,Uttar Kumar,
7521,KHATA-Kaash Humse Na Hoti,2018.0,100.0,Crime,6.0,55.0,Ajay Shukla,,,
7522,Khatarnaak,1990.0,223.0,"Action, Crime, Drama",5.2,82.0,Bharat Rangachary,Sanjay Dutt,Anita Raj,Farha Naaz
7523,Khatra,1991.0,131.0,"Horror, Thriller",2.8,6.0,H.N. Singh,Manik Irani,Goga Kapoor,Huma Khan
7524,Khatron Ke Khiladi,1988.0,156.0,"Action, Drama",4.8,181.0,Rama Rao Tatineni,Dharmendra,Sanjay Dutt,Chunky Panday
7525,Khatron Ke Khiladi,2001.0,131.0,Action,3.6,12.0,Imran Khalid,Ishrat Ali,Raj Babbar,Sudesh Berry
7526,Khatta Meetha,1978.0,128.0,"Comedy, Drama",7.5,862.0,Basu Chatterjee,Ashok Kumar,Rakesh Roshan,Bindiya Goswami
7527,Khatta Meetha,2010.0,157.0,"Comedy, Crime, Drama",5.7,9891.0,Priyadarshan,Akshay Kumar,Trisha Krishnan,Kulbhushan Kharbanda
7528,Khauff,2000.0,124.0,"Action, Crime, Drama",4.4,361.0,Sanjay Gupta,Sanjay Dutt,Manisha Koirala,Sharad S. Kapoor
7529,Khaufnaak Shikanja,2004.0,131.0,Horror,6.0,55.0,Suresh Jain,Amit Choyal,Reena Kapoor,Amit Pachori
7530,Khaufnak Samundaar,2000.0,131.0,History,6.0,55.0,,,,
7531,Khawaja Ki Diwani,1981.0,133.0,,6.0,55.0,Akbar Balam,Sona Mastan Mirza,Tariq,Raza Murad
7532,Khayal Gatha,1989.0,103.0,"Drama, Music",6.6,34.0,Kumar Shahani,Mangal Dhillon,Rajat Kapoor,Mita Vashisht
7533,Khazaane Ki Khoj,2001.0,131.0,Thriller,6.0,55.0,,,,
7534,Khazana,1951.0,131.0,"Action, Adventure",6.0,55.0,M. Sadiq,Madhubala,Nasir Khan,Gope
7535,Khazana,1987.0,131.0,"Action, Crime, Drama",5.1,27.0,Harmesh Malhotra,Randhir Kapoor,Rekha,Bindu
7536,Khazanchi,1958.0,51.0,Romance,5.8,12.0,Prem Narayan Arora,Shyama,Balraj Sahni,Chitra
7537,Khazanchi,1941.0,171.0,Mystery,7.0,26.0,Moti B. Gidwani,M. Ismail,Ramola,Manorama
7538,Khazanchi Ki Beti,1943.0,131.0,"Action, Comedy",6.0,55.0,Nari Ghadiali,Sharda,Yusuf Effendi,Majeed
7539,Khazane Ke Lootere,1986.0,131.0,Action,6.0,55.0,Bhanuchander,Silk Smitha,Sudarshan,
7540,Khejdi,2018.0,92.0,Drama,8.1,27.0,Rohit Dwivedi,Priyanka Agarwal,Sahil Bhati,Bertwin Ravi Dsouza
7541,Khel,1992.0,152.0,"Comedy, Drama, Romance",6.4,541.0,Rakesh Roshan,Aparajita,Prem Chopra,Madhuri Dixit
7542,Khel,1950.0,131.0,Drama,7.8,11.0,S.M. Nawab,Dev Anand,Anwar,Hafiz Jehan
7543,Khel,2003.0,174.0,"Action, Crime, Drama",4.0,467.0,Yusuf Khan,Sunny Deol,Sunil Shetty,Ajay Jadeja
7544,Khel Badnaami Ke,1992.0,131.0,Thriller,6.0,55.0,Kapil Dev,Kapil Karzan,Portha,Vincent
7545,Khel Jawani Ka,1989.0,131.0,Thriller,6.0,55.0,,,,
7546,Khel Jeewan Ki,1989.0,131.0,Drama,6.0,55.0,Asha Khan,Mala Aravindan,Kalaichelvi,T.G. Ravi
7547,Khel Khallas,2019.0,119.0,,6.0,55.0,Aman Khan,Mohit Arora,Sneha Bhawsar,Sikander Kuresi
7548,Khel Khel Mein,1975.0,139.0,"Comedy, Mystery, Romance",7.5,367.0,Ravi Tandon,Rishi Kapoor,Neetu Singh,Rakesh Roshan
7549,Khel Khel Mein,,131.0,Sport,6.0,55.0,Nitya Mehra,Tanya Hope,Aadar Jain,
