,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Box_office
7107,Kahani Kismat Ki,1999.0,131.0,Action,4.9,8.0,Farogh Siddique,Laxmikant Berde,Mithun Chakraborty,Shama Deshpande,Average
7108,Kahani Mitra Ki,2017.0,131.0,Drama,6.0,55.0,Akash Khurana,Sayalee Phatak,Abhay Mahajan,Parna Pethe,Average
7109,"Kahani Nadan Umar Ki,",2000.0,86.0,Thriller,6.0,55.0,Poonam Balan,Kari Kalan,Suryakant,Unknown,Average
7110,Kahani Saali Jeeja Ki,2001.0,131.0,Thriller,6.0,55.0,Tilak,Chandni Gupta,Anil Nagrath,Amita Nangia,Average
7111,Kahani Shikari Kutte Ki,1981.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7112,Kahi Hai Woh Aas Pass,2007.0,131.0,Mystery,6.0,55.0,Sunil Tiwari,Sumeet Chawla,Sonika Gill,Meghna Haldar,Average
7113,Kahin Aar Kahin Paar,1971.0,137.0,"Action, Comedy, Crime",6.0,55.0,Maruti,Joy Mukherjee,Vimi,Helen,Average
7114,Kahin Aur Chal,1968.0,131.0,Drama,6.9,14.0,Vijay Anand,Dev Anand,Asha Parekh,Shubha Khote,Average
7115,Kahin Din Kahin Raat,1968.0,165.0,"Action, Crime, Thriller",5.6,14.0,Darshan Sabharwal,Biswajit Chatterjee,Sapana,Pran,Average
7116,Kahin Hai Mera Pyar,2014.0,138.0,"Drama, Musical, Romance",5.7,18.0,Mahesh Vaijnath Doijode,Manas Das,Eesha Agarwal,Gajendra Chauhan,Average
7117,Kahin Pyaar Na Ho Jaaye,1963.0,120.0,Comedy,7.5,24.0,Kalpataru,Shakila,Mehmood,Om Prakash,Hit
7118,Kaho Naa... Pyaar Hai,2000.0,172.0,"Action, Musical, Romance",6.9,14186.0,Rakesh Roshan,Hrithik Roshan,Ameesha Patel,Anupam Kher,Average
7119,Kahtey Hain Mujhko Raja,1975.0,131.0,"Action, Family",5.2,21.0,Biswajit Chatterjee,Dharmendra,Biswajit Chatterjee,Hema Malini,Average
7120,Kai Kodukkam Kai,1984.0,131.0,"Action, Drama",6.3,75.0,J. Mahendran,Chinnijayanth,Y.G. Mahendran,Rajinikanth,Average
7121,Kai Po Che,2013.0,120.0,"Drama, Sport",7.8,34048.0,Abhishek Kapoor,Amit Sadh,Sushant Singh Rajput,Rajkummar Rao,Hit
7122,Kailash Putra,2004.0,131.0,Drama,6.0,55.0,R. Pandiaraajan,Radha Ravi,Unknown,Unknown,Average
7123,Kailashpati,1962.0,131.0,Unknown,6.0,55.0,Dhirubhai Desai,Sumitra Devi,Mahesh Kumar,Jeevan,Average
7124,Kairee,1999.0,93.0,Drama,5.4,104.0,Amol Palekar,Yogita Deshmukh,Shilpa Navalkar,Mohan Gokhale,Average
7125,Kaisay Kahein...,2007.0,123.0,"Drama, Romance",6.2,54.0,Mohit Hussein,Rajvirr Singh,Neha Julka,Aditi Govitrikar,Average
7126,Kaise Kahe,2007.0,131.0,Drama,6.0,55.0,Mohit Hussain,Neha Julka,Rajvirr Singh,Unknown,Average
7127,Kaise Kahoon,1964.0,131.0,Drama,6.6,11.0,Atma Ram,Biswajit Chatterjee,Nanda,Om Prakash,Average
7128,Kaise Kahoon,1945.0,131.0,Unknown,6.0,55.0,Moti B. Gidwani,Baby Akhtar,Pran,Unknown,Average
7129,Kaise Kahoon Ke... Pyaar Hai,2003.0,131.0,"Crime, Romance",3.3,34.0,Anil Kumar Sharma,Amit Hingorani,Sharbani Mukherjee,Dharmendra,Below_average
7130,Kaise Kahun I Love You,1995.0,120.0,Thriller,6.0,55.0,P. Vasu,Prabhu,Sukanya,Vineetha,Average
7131,Kaise Kaise Log,1983.0,131.0,"Drama, Romance",6.0,55.0,D.S. Azad,Vijayendra Ghatge,Sarika,Ayesha Jhulka,Average
7132,Kaise Kaise Rishte,1993.0,131.0,Romance,4.9,7.0,Akash Mehra,Ayesha Jhulka,Shahbaaz Khan,Vikas Anand,Average
7133,Kaise maare iss zombie ko?,2015.0,111.0,Unknown,6.0,55.0,Sunil Rupani,Sundip Ved,Unknown,Unknown,Average
7134,Kajal,1948.0,131.0,Unknown,6.0,55.0,M. Sadiq,Suraiya,Jayant,Amir Banu,Average
7135,Kajarya,2013.0,132.0,Drama,6.6,131.0,Madhureeta Anand,Meenu Hooda,Ridhima Sud,Kuldeep Ruhil,Average
7136,Kajraare,2010.0,112.0,"Crime, Drama, Romance",2.8,404.0,Pooja Bhatt,Himesh Reshammiya,Sara Loren,Amrita Singh,Below_average
7137,Kajri,2013.0,84.0,Drama,6.0,48.0,Hyder Kazmi,Arpita Singh,Unknown,Unknown,Average
7138,Kakasparsh,,131.0,Drama,6.0,55.0,Mahesh Manjrekar,Tisca Chopra,Unknown,Unknown,Average
7139,Kake,2021.0,131.0,Unknown,6.0,55.0,Satyam Raj,Unknown,Unknown,Unknown,Average
7140,Kaksparsh,2012.0,140.0,"Drama, Family, History",7.9,779.0,Mahesh Manjrekar,Sachin Khedekar,Priya Bapat,Abhijit Kelkar,Hit
7141,Kal Aaj Aur Kal,1971.0,156.0,"Family, Musical, Romance",6.9,308.0,Randhir Kapoor,Prithviraj Kapoor,Raj Kapoor,Babita Kapoor,Average
7142,Kal Hamara Hai,1959.0,127.0,Drama,6.7,18.0,S.K. Prabhakar,Madhubala,Bharat Bhushan,Jayant,Average
7143,Kal Hamara Hai,1981.0,131.0,"Action, Drama",6.0,55.0,Girish Ranjan,Asrani,Aarti Bhattacharya,A.K. Hangal,Average
7144,Kal Hamara Hai,2016.0,131.0,Drama,5.9,9.0,Dhruv Lather,Shivangi Bhayana,Tarun Gahlot,Himanshu Kohli,Average
7145,Kal Ho Naa Ho,2003.0,186.0,"Comedy, Drama, Musical",7.9,64972.0,Nikkhil Advani,Preity Zinta,Shah Rukh Khan,Saif Ali Khan,Hit
7146,Kal Ki Awaz,1992.0,162.0,Action,6.2,65.0,B.R. Chopra,Ravi Chopra,Dharmendra,Raj Babbar,Average
7147,Kal Ki Baat,1937.0,131.0,Unknown,6.0,55.0,R.S. Choudhury,Mubarak,Unknown,Unknown,Average
7148,Kal Ki Baatein,1992.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7149,Kal Kissne Dekha,2009.0,134.0,"Action, Crime, Romance",3.6,435.0,Vivek Sharma,Jackky Bhagnani,Nushrat Bharucha,David Bueno,Below_average
7150,Kal Kya Hoga,1958.0,131.0,Drama,6.0,55.0,Manher Desai,Anita Guha,Heera Sawant,Shammi,Average
7151,Kal Nahin Aaj,1987.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7152,Kal Subah,1978.0,131.0,Romance,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7153,Kal: Yesterday and Tomorrow,2005.0,120.0,"Drama, Mystery, Thriller",6.3,111.0,Ruchi Narain,Shiney Ahuja,Murad Ali,Ahmed Chaudhary,Average
7154,Kala Aadmi,1960.0,140.0,"Action, Drama, Mystery",6.0,7.0,Ved-Madan,Ashok Kumar,Shyama,Johnny Walker,Average
7155,Kala Bazaar,1989.0,160.0,"Action, Drama",5.5,203.0,Rakesh Roshan,Anil Kapoor,Jackie Shroff,Farha Naaz,Average
7156,Kala Bazar,1960.0,163.0,"Crime, Drama, Musical",7.4,262.0,Vijay Anand,Dev Anand,Waheeda Rehman,Nanda,Hit
7157,Kala Bazar,1975.0,131.0,Action,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7158,Kala Bhoot,1937.0,131.0,Horror,6.0,55.0,A.M. Khan,Bashir,Bose,Gohar Karnataki,Average
7159,Kala Chashma,1962.0,131.0,Thriller,6.0,55.0,Amarnath,Madan Puri,Unknown,Unknown,Average
7160,Kala Chor,1956.0,131.0,Action,6.0,55.0,Amarnath,Chitra,Kumkum,Iqbal Mishra,Average
7161,Kala Coat,1993.0,131.0,"Action, Crime, Drama",3.3,6.0,Mehmood Khan,Kapil Karzan,Meera Madhuri,Bandini Mishra,Below_average
7162,Kala Devta,1984.0,131.0,Horror,6.0,55.0,Ashok Neemrania,Unknown,Unknown,Unknown,Average
7163,Kala Dhanda Goray Log,1986.0,158.0,"Drama, Family",5.7,35.0,Sanjay Khan,Sunil Dutt,Sanjay Khan,Anita Raj,Average
7164,Kala Ghoda,1963.0,131.0,"Action, Thriller, Western",6.0,55.0,A. Shamsheer,Azaad Irani,Indira,Shyam Kumar,Average
7165,Kala Gulab,1933.0,131.0,Unknown,6.0,55.0,Sayani Atish,Feroze Dastur,Jal Khambatta,Sharifa,Average
7166,Kala Jadu,1963.0,131.0,Fantasy,6.0,55.0,Khurshid Bawra,Hercules,Jugnu,Maqbool,Average
7167,Kala Jigar,1939.0,131.0,Unknown,3.3,173.0,Iqbal,Unknown,Unknown,Unknown,Below_average
7168,Kala Naag,1934.0,131.0,Unknown,6.0,55.0,Dulari,Jamshedji,Unknown,Unknown,Average
7169,Kala Pahad,1933.0,131.0,Unknown,6.0,55.0,Bhim,Gohar,Navinchandra,Unknown,Average
7170,Kala Pani,1958.0,164.0,"Crime, Musical, Romance",7.1,277.0,Raj Khosla,Dev Anand,Madhubala,Nalini Jaywant,Hit
7171,Kala Pani,1980.0,126.0,Action,5.6,16.0,Shibu Mitra,Shashi Kapoor,Neetu Singh,Bindu,Average
7172,Kala Patthar,1944.0,131.0,Drama,6.0,55.0,Dwarka Khosla,Unknown,Unknown,Unknown,Average
7173,Kala Pila,2022.0,131.0,Drama,6.0,55.0,Limosh Pawar,Unknown,Unknown,Unknown,Average
7174,Kala Sach: The Black Truth,2014.0,120.0,Drama,6.0,55.0,Mayank Prakash Srivastava,Pakhi Hegde,Mushtaq Khan,Himani Shivpuri,Average
7175,Kala Samundar,1962.0,131.0,Action,6.0,55.0,Chitra,Hiralal,Paidi Jairaj,Maruti,Average
7176,Kala Suraj,1985.0,131.0,"Action, Drama",4.3,6.0,Desh Gautam,Shatrughan Sinha,Sulakshana Pandit,Rakesh Roshan,Average
7177,Kala Swar,1935.0,131.0,Unknown,6.0,55.0,Navinchandra,Unknown,Unknown,Unknown,Average
7178,Kala Wagh,1934.0,131.0,Unknown,6.0,55.0,Nagendra Majumdar,Bapurao Apte,Bhim,Gohar,Average
7179,Kalaakaar,1983.0,131.0,"Family, Romance",6.2,76.0,P. Sambasiva Rao,Kunal Goswami,Sridevi,Rakesh Bedi,Average
7180,Kalabaaz,1977.0,145.0,"Action, Adventure, Drama",6.4,29.0,Ashok Roy,Dev Anand,Zeenat Aman,Pradeep Kumar,Average
7181,Kalaignan,1993.0,143.0,"Action, Drama, Thriller",6.3,221.0,G.B. Vijay,Kamal Haasan,Bindiya,Farheen,Average
7182,Kalakar,1954.0,131.0,Unknown,6.0,55.0,Anant Mane,Agha,Dhumal,Raja Gosavi,Average
7183,Kalakar,1942.0,131.0,Drama,6.0,55.0,Jal Merchant,Unknown,Unknown,Unknown,Average
7184,Kalakar,1951.0,131.0,Unknown,6.0,55.0,Agha,Unknown,Unknown,Unknown,Average
7185,Kalank,1979.0,131.0,Drama,5.4,12.0,Michael Chinappa,Unknown,Unknown,Unknown,Average
7186,Kalank,2019.0,166.0,"Drama, Romance",3.6,11873.0,Abhishek Varman,Varun Dhawan,Alia Bhatt,Madhuri Dixit,Below_average
7187,Kalankini Based on the Novel by Gulshan Nanda 1993,1993.0,120.0,"Drama, Family, Romance",6.0,55.0,Dharam Panesar,Dharam Panesar,Subhi Raaj,Jalees Sherwani,Average
7188,Kalasi Palya Junction,2004.0,131.0,Action,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7189,Kalavu,2012.0,126.0,"Comedy, Drama, Family",6.0,55.0,Ravi M,Pramila Bengre,Shivaji Rao Jadhav,Hulugappa Kattimani,Average
7190,Kali Basti,1985.0,131.0,"Action, Thriller",6.0,55.0,Sudesh Issar,Shatrughan Sinha,Reena Roy,Vijayendra Ghatge,Average
7191,Kali Dada,1987.0,131.0,Action,6.0,55.0,Bhanupriya,Charan Raj,Unknown,Unknown,Average
7192,Kali Ganga,1990.0,131.0,Action,4.0,16.0,Raj N. Sippy,Dimple Kapadia,Suresh Oberoi,Govinda,Hit
7193,Kali Ghata,1951.0,145.0,"Drama, Romance",6.3,9.0,Kishore Sahu,Kishore Sahu,Bina Rai,Asha Mathur,Average
7194,Kali Ghata,1980.0,131.0,"Romance, Thriller, Mystery",5.8,33.0,Ved Rahi,Shashi Kapoor,Rekha,Danny Denzongpa,Average
7195,Kali Raat,1977.0,131.0,"Drama, Mystery",6.0,55.0,Shriram Bohra,Yogeeta Bali,Faryal,Rajan Haksar,Average
7196,Kali Salwaar,2002.0,112.0,Drama,6.2,95.0,Fareeda Mehta,Sadiya Siddiqui,Irrfan Khan,Surekha Sikri,Average
7197,Kali Topi Lal Rumal,1959.0,129.0,"Musical, Romance",5.7,15.0,Tara Harish,Shakila,Chandrashekhar,Agha,Average
7198,Kali Waghan,1935.0,131.0,Unknown,6.0,55.0,Shakuntala Paranjpye,Unknown,Unknown,Unknown,Average
7199,Kalia Mardan,1935.0,131.0,Unknown,6.0,55.0,Bhalji Pendharkar,Indubala,Unknown,Unknown,Average
7200,Kalichaat,2018.0,70.0,Drama,8.0,6.0,Sudhanshu Sharma,Prakash Deshmukh,Virendra Kumar Nathenial,Geetika Shyam,Hit
7201,Kalicharan,1976.0,143.0,"Action, Adventure, Crime",6.7,251.0,Subhash Ghai,Shatrughan Sinha,Reena Roy,Ajit,Average
7202,Kalicharan,1998.0,131.0,Action,4.9,11.0,Imran Khalid,Ishrat Ali,Monica Bedi,Bob Christo,Average
7203,Kalidas,1931.0,131.0,"Drama, History, Musical",6.2,12.0,H.M. Reddy,T.P. Rajalakshmi,P.G. Venkatesan,L.V. Prasad,Average
7204,Kalinga,1996.0,131.0,Drama,6.0,55.0,Dilip Kumar,Jackie Shroff,Dilip Kumar,Meenakshi Sheshadri,Average
7205,Kaliyon Ki Aawaz,1982.0,131.0,Romance,6.0,55.0,Ratna Baburao,Gummadi,Koganti,Unknown,Average
7206,Kalka,1983.0,131.0,Drama,6.0,8.0,Loksen Lalvani,Shatrughan Sinha,Raj Babbar,Rameshwari,Average
7207,Kalkoot,1935.0,131.0,Unknown,6.0,55.0,Baburao Pendharkar,Unknown,Unknown,Unknown,Average
7208,Kalloori Vaasal,1996.0,135.0,"Comedy, Romance",5.1,159.0,Pavithran,Ajith Kumar,Prashanth,Pooja Bhatt,Average
7209,Kallu Handsome,2021.0,131.0,Drama,6.0,55.0,Reyansh Behl,Anshumann Chaturvedi,Ritesh s Kumar,Ravi Mann,Average
7210,Kalo Cheetah,2004.0,131.0,Family,6.0,55.0,Satarupa Sanyal,Sharad S. Kapoor,Baisakhi Marjit,Subhasish Mukherjee,Average
7211,Kalpana,1960.0,131.0,Romance,7.1,19.0,R.K. Rakhan,Ashok Kumar,Padmini,Ragini,Hit
7212,Kalpana,1948.0,122.0,Musical,6.7,39.0,Uday Shankar,Lakshmi Kanta,Usha Kiran,Lalitha,Average
7213,Kalpataru ( the Tree) 2020,,101.0,Drama,6.0,55.0,Pramode Kumar,Ravi Shankar Prasad,Pramode Kumar,Sonamoni Jayant Gadekar,Average
7214,Kalsandhya,1997.0,124.0,Drama,7.2,13.0,Bhabendra Nath Saikia,Hemen Barman,Munin Barua,Mridula Baruah,Hit
7215,Kalyani,1940.0,131.0,Drama,6.0,55.0,Premankur Atorthy,Rattan Bai,W.M. Khan,Ghulam Mohammed,Average
7216,Kalyani,1993.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7217,Kalyug,1981.0,152.0,Drama,7.8,501.0,Shyam Benegal,Shashi Kapoor,Rekha,Raj Babbar,Hit
7218,Kalyug,2005.0,126.0,"Action, Crime, Drama",6.5,2566.0,Mohit Suri,Kunal Khemu,Deepal Shaw,Smiley Suri,Average
7219,Kalyug,2013.0,74.0,Documentary,6.0,55.0,Juri Mazumdar,Unknown,Unknown,Unknown,Average
7220,Kalyug 5000,2004.0,131.0,Thriller,6.0,55.0,Kamlesh Balani,Preeti Bhutani,Rahul Manchanda,Monica Sopad,Average
7221,Kalyug Aur Ramayan,1987.0,131.0,Drama,4.4,53.0,Babubhai Mistry,Manoj Kumar,Rajiv Goswami,Madhavi,Average
7222,Kalyug Ka Pandav,1999.0,165.0,Action,6.0,55.0,D. Rajendra Babu,Ambarish,Ravi Babu,Charulatha,Average
7223,Kalyug Ke Avtaar,1995.0,131.0,"Action, Romance",3.2,13.0,Shyam Ralhan,Jeetendra,Reena Roy,Madhoo,Below_average
7224,Kalyug Ki Sita,1983.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7225,Kama Sastra,2001.0,131.0,Thriller,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7226,Kama Sundari,2001.0,130.0,Thriller,5.2,17.0,Balvinder Sandhu,Monica Castelino,Nagesh Bhonsle,Satyendra Kapoor,Average
7227,Kama Tantra,1999.0,131.0,Thriller,6.0,55.0,Ashok Kumar,Deepti Bhatnagar,Asha Mehra,Satya Prakash,Average
7228,Kamaal Dhamaal,2004.0,131.0,Comedy,6.0,55.0,Pradeep Pradhan,Unknown,Unknown,Unknown,Average
7229,Kamaal Dhamaal Malamaal,2012.0,148.0,"Comedy, Drama",4.1,750.0,Priyadarshan,Nana Patekar,Shreyas Talpade,Om Puri,Average
7230,Kamaal Ki Chhokri,2001.0,131.0,Thriller,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7231,Kamakshee: The Fire of Love,2004.0,131.0,Thriller,6.0,55.0,Sandeep Bhatt,Milind Gunaji,Dinesh Hingoo,Mohan Joshi,Average
7232,Kamal,1949.0,131.0,Romance,6.0,55.0,Jeevan,Madan Puri,Lalitha Rao,Unknown,Average
7233,Kamal Ke Phool,1950.0,131.0,"Drama, Family",6.0,55.0,D.D. Kashyap,Amarnath,Suraiya,Jeevan,Average
7234,Kamasutra 3D,2013.0,110.0,"Drama, Romance",6.5,510.0,Rupesh Paul,Mohan Kapur,Abha Paul,Makrand Deshpande,Average
7235,Kambakkht Ishq,2009.0,142.0,"Action, Comedy, Romance",3.9,6741.0,Sabir Khan,Sylvester Stallone,Denise Richards,Brandon Routh,Below_average
7236,Kambal,,90.0,Drama,6.0,55.0,Mohit Nirmala,Sunanda Sathe,Mahesh Raipurkar,Sameer Shinde,Average
7237,Kameena Kahin Kaa,1989.0,131.0,Thriller,6.0,55.0,P. Chandrasekhar,Sadashiv Amrapurkar,Anuradha,Kapil Karzan,Average
7238,Kameshwari,2000.0,71.0,Thriller,6.0,55.0,Aman Sagar,Shakeela,Unknown,Unknown,Average
7239,Kaminaa Pyasa Pati,2000.0,131.0,Thriller,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7240,Kaminey,2009.0,130.0,"Action, Crime, Drama",7.4,16640.0,Vishal Bhardwaj,Shahid Kapoor,Priyanka Chopra Jonas,Deb Mukherjee,Hit
7241,Kamini,2020.0,131.0,Horror,6.0,55.0,Pran,Chethan,Shobha Rani,Rohith,Average
7242,Kamini,1958.0,131.0,Romance,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7243,Kamla,1984.0,120.0,Drama,7.1,55.0,Jag Mundhra,Shabana Azmi,Deepti Naval,Marc Zuber,Hit
7244,Kamla Ki Maut,1989.0,95.0,Drama,7.2,212.0,Basu Chatterjee,Pankaj Kapur,Supriya Pathak,Roopa Ganguly,Hit
7245,Kamlabai,1992.0,46.0,Documentary,7.6,8.0,Reena Mohan,Kamlabai Gokhale,Unknown,Unknown,Hit
7246,Kamroo Desh Ki Kamini,1935.0,131.0,Action,6.0,55.0,A.R. Kabuli,Swaroop Rani,Ashraf Khan,Sultana,Average
7247,Kamsin,1992.0,131.0,Romance,6.0,55.0,Rita Bhaduri,Dan Dhanoa,Tina Ghai,Ved Goswami,Average
7248,Kamsin Haseena,1990.0,131.0,Thriller,6.0,55.0,Abhilasha,P.L. Ahuja,Rita Bhaduri,Satish Kumar,Average
7249,Kamsin Kali,1991.0,131.0,Thriller,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7250,Kamsin Saali Bani Gharwali,1996.0,131.0,Thriller,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7251,Kamsin: The Untouched,1997.0,88.0,Drama,5.1,12.0,Amit Suryavanshi,Birbal,K.K. Goswami,Jyoti,Average
7252,Kan Kan Men Bhagwan,1963.0,124.0,"Adventure, Drama, Fantasy",5.8,10.0,Babubhai Mistry,Anita Guha,Mahipal,Ram Singh,Average
7253,Kanak Kanta,1928.0,131.0,Unknown,6.0,55.0,Anand Prasad Kapoor,Mehar Banu,Lobo,Ata Mohammed,Average
7254,Kanave Kalaiyadhe,1999.0,157.0,"Action, Drama",6.0,22.0,V. Gowthaman,Sabitha Anand,Charlie,Chinnijayanth,Average
7255,Kanch Aur Heera,1972.0,131.0,Romance,6.0,55.0,Charandas Shokh,Chetan Anand,Rajan Haksar,Kamal Kapoor,Average
7256,Kanch Ki Gudiya,1961.0,131.0,"Drama, Family",4.7,7.0,Harnam Singh Rawail,Manoj Kumar,Sayeeda Khan,Shubha Khote,Average
7257,Kanchan,1941.0,131.0,Unknown,6.0,55.0,Leela Chitnis,Leela Chitnis,Vimala Vasishta,Arun,Average
7258,Kanchan,1955.0,131.0,Romance,6.0,55.0,Ajit,Paidi Jairaj,Ranjana,D.K. Sapru,Average
7259,Kanchan Aur Ganga,1982.0,131.0,Unknown,6.0,55.0,Mehul Kumar,Aruna Irani,Satyendra Kapoor,Arvind Kumar,Average
7260,Kanchani Aaj Bhi Hai,2019.0,133.0,Horror,6.0,55.0,Som Vats,Akash Faujdar,Unknown,Unknown,Average
7261,Kandy Twist,2019.0,113.0,Drama,8.2,8.0,Shiva Rindani,Dinero Ash,Pari Chaudhary,Greg de Sousa,Hit
7262,Kaneez,1949.0,140.0,"Drama, History",6.2,5.0,Krishna Kumar,Munawwar Sultana,Shyam,Urmila,Average
7263,Kangan,1939.0,139.0,"Drama, Romance",6.0,55.0,Franz Osten,Leela Chitnis,Ashok Kumar,V.H. Desai,Average
7264,Kangan,1959.0,144.0,Mystery,6.8,9.0,Nanabhai Bhatt,Nirupa Roy,Ashok Kumar,Purnima,Average
7265,Kangan,1971.0,139.0,Drama,6.6,16.0,K.B. Tilak,Ashok Kumar,Mala Sinha,Sanjeev Kumar,Average
7266,Kanhaiya,1959.0,175.0,"Romance, Drama, Family",6.7,45.0,Om Prakash,Raj Kapoor,Nutan,Lalita Pawar,Average
7267,Kanhaiyaa,1981.0,131.0,"Action, Crime, Drama",5.4,5.0,Khalid Sami,Master Amit,Master Chaitanya,Asha Chandra,Average
7268,Kanjoos,1950.0,131.0,Drama,6.0,55.0,K. Amarnath,Unknown,Unknown,Unknown,Average
7269,Kankaal,,131.0,Comedy,6.0,55.0,Kamal Swaroop,Unknown,Unknown,Unknown,Average
7270,Kanmani,1994.0,137.0,"Drama, Romance",3.7,7.0,R.K. Selvamani,Jaishankar,Mansoor Ali Khan,Lakshmi,Below_average
7271,Kannan Varuvaan,2000.0,135.0,Romance,5.8,39.0,Sundar C.,Karthik,Mantra,Divyaa Unni,Average
7272,Kanoon,1943.0,131.0,Unknown,6.0,55.0,Abdul Rashid Kardar,Shahu Modak,Miss Mehtab,Badri Prasad,Average
7273,Kanoon,1960.0,150.0,"Drama, Crime, Mystery",7.9,415.0,B.R. Chopra,Rajendra Kumar,Ashok Kumar,Nanda,Hit
7274,Kanoon,1994.0,104.0,"Action, Drama",3.1,135.0,Sushma Shiromani,Ajay Devgn,Urmila Matondkar,Kiran Kumar,Below_average
7275,Kanoon Apna Apna,1989.0,162.0,"Action, Crime, Drama",5.6,146.0,Gopal B.,Dilip Kumar,Nutan,Sanjay Dutt,Average
7276,Kanoon Aur Mujrim,1981.0,112.0,"Action, Drama",6.0,55.0,Sham Jethani,Bharat Kapoor,Padma Khanna,Madhu Malini,Average
7277,Kanoon Aur Sazaa,1992.0,131.0,Action,6.0,55.0,Raj Bharat,Chiranjeevi,Satya Narayan,Radha,Average
7278,Kanoon Ka Harz,1989.0,131.0,"Comedy, Drama, Family",6.0,55.0,Prem Chopra,Unknown,Unknown,Unknown,Average
7279,Kanoon Ka Sikandar,2001.0,131.0,Action,6.0,55.0,Girish Dubey,Dharmendra,Girish Dubey,Girish Dubey,Average
7280,Kanoon Kanoon Hai,1987.0,131.0,Action,6.0,55.0,Parveen Bala,Ramesh Deo,Kalpana Iyer,Jamuna,Average
7281,Kanoon Ke Dushman,1980.0,131.0,Action,6.0,55.0,Puratchchidasan,Jayamalini,Pandharibai,Rajinikanth,Average
7282,Kanoon Ki Hathkadee,1988.0,131.0,Action,4.0,9.0,K. Bapaiah,Sridevi,Krishna,Gummadi,Hit
7283,Kanoon Ki Jung,2000.0,131.0,Action,6.0,55.0,Teshi Venkatesh,Sai Kumar,Rama Murthy,Anant Nag,Average
7284,Kanoon Ki Lalkaar,2000.0,131.0,Action,6.0,55.0,Ha Su Rajashekar,Saikumar,Vineetha,Unknown,Average
7285,Kanoon Ki Zanjeer,1990.0,131.0,"Action, Crime",4.2,11.0,P. Lakshman,Dharmendra,Jaya Prada,Raj Babbar,Average
7286,Kanoon Kya Karega,1984.0,131.0,Thriller,6.2,45.0,Mukul Anand,Suresh Oberoi,Deepti Naval,Iftekhar,Average
7287,Kanoon Meri Mutthi Mein,1984.0,131.0,Action,6.6,5.0,Chand,K. Prasad,Raj Babbar,Parveen Babi,Average
7288,Kanoon Se Rishta,1995.0,131.0,Action,6.0,55.0,Vishwa Naidu,Unknown,Unknown,Unknown,Average
7289,Kanpur Ke Sholay,2019.0,145.0,Drama,6.0,55.0,Alam Siddiqui,Gulfam Khan,Ajay Tripathi,Unknown,Average
7290,Kanpuriye,2019.0,103.0,Drama,6.3,1098.0,Ashish Aryan,Aparshakti Khurana,Divyendu Sharma,Vijay Raaz,Average
7291,Kanwarlal,1988.0,150.0,"Action, Drama",4.6,18.0,S.S. Ravichandra,Salma Agha,Arjun,Raj Babbar,Average
7292,Kanya Dweep,1982.0,131.0,Musical,6.0,55.0,Ramanna,Vijaya Chandrika,Ranjeet,Radhika Sarathkumar,Average
7293,Kanya Vikraya,1934.0,131.0,Unknown,6.0,55.0,Mohammed Hussain,Patience Cooper,Unknown,Unknown,Average
7294,Kanya Vikraya,1923.0,131.0,Unknown,6.0,55.0,V.S. Nirantar,Bhaurao Datar,Krishna Chauhan,Unknown,Average
7295,Kanyadaan,1968.0,149.0,"Drama, Romance",7.3,78.0,Mohan Segal,Asha Parekh,Shashi Kapoor,Sayeeda Khan,Hit
7296,Kanyadaan,2017.0,114.0,Drama,6.9,17.0,Akshay Dinesh Vaishnav,Deepika Amin,Mrinmayee Godbole,Darshan Jariwala,Average
7297,Kapal Kundala,1939.0,131.0,Unknown,6.0,55.0,Nitin Bose,Phani Majumdar,Sailen Choudhury,Leela Desai,Average
7298,Kapat,2017.0,131.0,"Mystery, Thriller",6.0,55.0,Milinnd Sagar,Aakriti Bisaria,Bhaumik Sampat,V.P.G. Panicker,Average
7299,Kaphal: Wild Berries,2013.0,90.0,"Action, Adventure, Drama",8.2,45.0,Batul Mukhtiar,Hema Bisht,Ramkishan Choyal,Subrat Dutta,Hit
7300,Kapoor & Sons,2016.0,132.0,"Comedy, Drama, Family",7.7,23991.0,Shakun Batra,Rishi Kapoor,Rajat Kapoor,Ratna Pathak Shah,Hit
7301,Kar Bhala,1956.0,131.0,"Action, Adventure",6.0,55.0,Master Bhagwan,Master Bhagwan,Nasir Khan,Malika,Average
